transaction_id,user_id,transaction_amount,merchant_category,payment_status,device_type,city,bank_name,transaction_date,failure_reason,date_only
647,1284,2601,Shopping,Success,Android,Hyderabad,HDFC,52:09.0,None,2/4/2026
648,1973,3707,Groceries,Success,Android,Delhi,ICICI,52:09.0,None,2/27/2026
649,1219,57,Travel,Success,iOS,Bangalore,Kotak,52:09.0,None,12/20/2025
650,1068,2605,Food,Success,Android,Mumbai,HDFC,52:09.0,None,2/14/2026
651,1046,525,Electronics,Success,iOS,Chennai,Kotak,52:09.0,None,2/17/2026
652,1093,2261,Groceries,Failed,Android,Hyderabad,ICICI,52:09.0,Insufficient Balance,1/6/2026
653,1749,534,Electronics,Success,Android,Chennai,SBI,52:09.0,None,2/27/2026
654,1957,4704,Shopping,Success,iOS,Bangalore,Kotak,52:09.0,None,1/26/2026
655,1452,2335,Food,Success,iOS,Delhi,ICICI,52:09.0,None,12/8/2025
656,1203,4613,Food,Success,Android,Bangalore,HDFC,52:09.0,None,12/8/2025
657,1911,3575,Groceries,Success,Android,Chennai,SBI,52:09.0,None,2/10/2026
658,1217,3389,Food,Failed,iOS,Chennai,Kotak,52:09.0,Network Error,1/11/2026
659,1473,2872,Groceries,Success,iOS,Bangalore,ICICI,52:09.0,None,2/17/2026
660,1431,4993,Groceries,Failed,iOS,Bangalore,SBI,52:09.0,Insufficient Balance,2/15/2026
661,1340,2974,Electronics,Success,Android,Bangalore,SBI,52:09.0,None,1/12/2026
662,1550,308,Food,Success,iOS,Hyderabad,Axis,52:09.0,None,1/18/2026
663,1611,332,Groceries,Success,iOS,Chennai,SBI,52:09.0,None,12/31/2025
664,1288,1948,Electronics,Success,Android,Mumbai,ICICI,52:09.0,None,2/4/2026
665,1253,4185,Travel,Success,iOS,Hyderabad,HDFC,52:09.0,None,1/4/2026
666,1733,3026,Electronics,Failed,iOS,Hyderabad,Axis,52:09.0,Network Error,12/8/2025
667,1356,2317,Electronics,Failed,iOS,Hyderabad,ICICI,52:09.0,Bank Server Down,2/11/2026
668,1022,3250,Groceries,Failed,iOS,Mumbai,ICICI,52:09.0,Insufficient Balance,1/21/2026
669,1761,662,Shopping,Success,Android,Bangalore,ICICI,52:09.0,None,12/13/2025
670,1521,737,Shopping,Success,iOS,Chennai,Kotak,52:09.0,None,12/25/2025
671,1757,3740,Shopping,Success,iOS,Delhi,Kotak,52:09.0,None,12/12/2025
672,1836,662,Electronics,Success,iOS,Delhi,HDFC,52:09.0,None,2/15/2026
673,1099,2357,Groceries,Success,iOS,Chennai,ICICI,52:09.0,None,12/26/2025
674,1801,3063,Food,Success,iOS,Mumbai,Kotak,52:09.0,None,2/25/2026
675,1179,1831,Electronics,Success,iOS,Delhi,Kotak,52:09.0,None,12/5/2025
676,1222,2641,Electronics,Success,Android,Hyderabad,Kotak,52:09.0,None,1/23/2026
677,1905,2746,Groceries,Success,Android,Delhi,HDFC,52:09.0,None,1/23/2026
678,1761,4008,Travel,Success,Android,Chennai,HDFC,52:09.0,None,1/20/2026
679,1658,624,Electronics,Success,iOS,Hyderabad,ICICI,52:09.0,None,12/21/2025
680,1441,1960,Travel,Success,iOS,Delhi,Axis,52:09.0,None,12/11/2025
681,1607,3654,Travel,Success,iOS,Chennai,ICICI,52:09.0,None,1/12/2026
682,1768,719,Shopping,Success,Android,Mumbai,Kotak,52:09.0,None,12/21/2025
683,1324,4414,Groceries,Success,iOS,Chennai,Kotak,52:09.0,None,2/9/2026
684,1515,1333,Travel,Success,Android,Mumbai,SBI,52:09.0,None,1/31/2026
685,1015,973,Groceries,Success,iOS,Hyderabad,ICICI,52:09.0,None,2/1/2026
686,1791,1175,Shopping,Success,iOS,Chennai,Kotak,52:09.0,None,2/15/2026
687,1335,1579,Groceries,Success,Android,Bangalore,Kotak,52:09.0,None,1/5/2026
688,1758,1644,Electronics,Success,Android,Bangalore,Axis,52:09.0,None,12/8/2025
689,1257,296,Travel,Success,Android,Bangalore,SBI,52:09.0,None,1/28/2026
690,1496,3761,Groceries,Success,Android,Bangalore,ICICI,52:09.0,None,2/2/2026
691,1987,1610,Food,Success,Android,Bangalore,HDFC,52:09.0,None,12/30/2025
692,1895,2450,Groceries,Success,Android,Mumbai,ICICI,52:09.0,None,1/10/2026
693,1159,2293,Travel,Success,iOS,Chennai,ICICI,52:09.0,None,1/12/2026
694,1474,3914,Shopping,Success,Android,Hyderabad,Axis,52:09.0,None,1/26/2026
695,1851,1989,Shopping,Success,iOS,Bangalore,ICICI,52:09.0,None,12/4/2025
696,1663,3119,Travel,Success,iOS,Bangalore,Axis,52:09.0,None,2/26/2026
697,1907,276,Electronics,Success,iOS,Hyderabad,Axis,52:09.0,None,1/29/2026
698,1689,3597,Electronics,Success,iOS,Hyderabad,Kotak,52:09.0,None,1/7/2026
699,1674,314,Shopping,Failed,iOS,Bangalore,HDFC,52:09.0,Network Error,2/7/2026
700,1379,1445,Shopping,Success,Android,Mumbai,Axis,52:09.0,None,2/19/2026
701,1544,3607,Travel,Success,Android,Hyderabad,SBI,52:09.0,None,12/31/2025
702,1928,695,Electronics,Success,Android,Chennai,SBI,52:09.0,None,12/28/2025
703,1956,3040,Shopping,Success,iOS,Chennai,HDFC,52:09.0,None,2/27/2026
704,1690,1949,Electronics,Success,Android,Mumbai,Axis,52:09.0,None,12/19/2025
705,1426,2554,Shopping,Success,iOS,Delhi,HDFC,52:09.0,None,2/21/2026
706,1612,2822,Groceries,Success,iOS,Mumbai,Kotak,52:09.0,None,12/6/2025
707,1267,1204,Food,Failed,iOS,Bangalore,SBI,52:09.0,Insufficient Balance,12/16/2025
708,1834,637,Groceries,Success,iOS,Delhi,ICICI,52:09.0,None,1/19/2026
709,1576,4621,Shopping,Success,Android,Bangalore,SBI,52:09.0,None,12/9/2025
710,1416,1871,Food,Failed,Android,Chennai,Axis,52:09.0,Bank Server Down,12/25/2025
711,1167,1035,Food,Success,Android,Hyderabad,HDFC,52:09.0,None,3/2/2026
712,1841,4129,Shopping,Success,Android,Bangalore,SBI,52:09.0,None,1/23/2026
713,1042,3398,Shopping,Success,Android,Chennai,ICICI,52:09.0,None,1/26/2026
714,1555,3881,Electronics,Success,iOS,Mumbai,ICICI,52:09.0,None,1/14/2026
715,1284,1291,Shopping,Success,Android,Bangalore,HDFC,52:09.0,None,12/19/2025
716,1396,239,Travel,Failed,iOS,Chennai,HDFC,52:09.0,Network Error,1/27/2026
717,1011,1030,Shopping,Success,iOS,Hyderabad,SBI,52:09.0,None,12/19/2025
718,1606,1748,Travel,Success,iOS,Bangalore,Axis,52:09.0,None,12/21/2025
719,1301,1765,Shopping,Failed,Android,Chennai,Kotak,52:09.0,Insufficient Balance,12/24/2025
720,1897,2643,Electronics,Success,iOS,Bangalore,ICICI,52:09.0,None,1/29/2026
721,1252,4186,Travel,Success,iOS,Hyderabad,HDFC,52:09.0,None,1/5/2026
722,1498,4483,Groceries,Success,Android,Bangalore,Kotak,52:09.0,None,1/26/2026
723,1753,1148,Travel,Failed,iOS,Bangalore,Kotak,52:09.0,Network Error,1/3/2026
724,1034,2376,Electronics,Success,iOS,Chennai,Kotak,52:09.0,None,2/20/2026
725,1726,3297,Travel,Success,iOS,Delhi,Axis,52:09.0,None,1/31/2026
726,1848,945,Shopping,Success,Android,Bangalore,HDFC,52:09.0,None,12/13/2025
727,1089,1724,Shopping,Success,iOS,Delhi,ICICI,52:09.0,None,2/28/2026
728,1775,2959,Electronics,Failed,iOS,Mumbai,HDFC,52:09.0,Bank Server Down,1/30/2026
729,1604,980,Food,Success,Android,Bangalore,SBI,52:09.0,None,1/20/2026
730,1921,4434,Shopping,Success,Android,Delhi,ICICI,52:09.0,None,2/23/2026
731,1969,773,Groceries,Failed,iOS,Mumbai,HDFC,52:09.0,Network Error,1/12/2026
732,1601,2990,Electronics,Success,Android,Chennai,ICICI,52:09.0,None,2/12/2026
733,1417,1139,Travel,Success,Android,Bangalore,SBI,52:09.0,None,1/24/2026
734,1114,4628,Travel,Success,Android,Chennai,ICICI,52:09.0,None,2/9/2026
735,1616,985,Groceries,Success,Android,Mumbai,Kotak,52:09.0,None,1/22/2026
736,1902,2345,Shopping,Success,Android,Chennai,Axis,52:09.0,None,1/19/2026
737,1195,205,Electronics,Failed,Android,Chennai,SBI,52:09.0,Insufficient Balance,1/28/2026
738,1825,1120,Groceries,Success,Android,Hyderabad,ICICI,52:09.0,None,2/9/2026
739,1500,2008,Shopping,Success,iOS,Mumbai,SBI,52:09.0,None,1/5/2026
740,1625,2551,Electronics,Success,Android,Chennai,Kotak,52:09.0,None,1/15/2026
741,1492,4269,Travel,Success,Android,Delhi,Axis,52:09.0,None,12/7/2025
742,1074,3880,Electronics,Success,Android,Mumbai,SBI,52:09.0,None,1/5/2026
743,1412,904,Food,Success,iOS,Hyderabad,Kotak,52:09.0,None,1/6/2026
744,1375,689,Electronics,Failed,Android,Bangalore,Kotak,52:09.0,Bank Server Down,12/7/2025
745,1419,2288,Food,Success,Android,Chennai,Kotak,52:09.0,None,1/24/2026
746,1728,1652,Electronics,Success,iOS,Delhi,ICICI,52:09.0,None,2/4/2026
747,1276,491,Food,Success,Android,Hyderabad,HDFC,52:09.0,None,12/30/2025
748,1760,4678,Travel,Failed,iOS,Mumbai,SBI,52:09.0,Insufficient Balance,1/1/2026
749,1675,1386,Shopping,Success,iOS,Chennai,HDFC,52:09.0,None,12/11/2025
750,1393,3750,Food,Success,Android,Hyderabad,Kotak,52:09.0,None,1/1/2026
751,1868,998,Food,Success,iOS,Hyderabad,HDFC,52:09.0,None,12/9/2025
752,1456,3423,Travel,Failed,Android,Delhi,Kotak,52:09.0,Insufficient Balance,12/6/2025
753,1919,509,Food,Success,Android,Bangalore,Kotak,52:09.0,None,12/9/2025
754,1191,4696,Groceries,Success,iOS,Bangalore,Axis,52:09.0,None,2/6/2026
755,1738,442,Travel,Success,iOS,Bangalore,Axis,52:09.0,None,1/12/2026
756,1688,3988,Groceries,Success,Android,Mumbai,HDFC,52:09.0,None,1/13/2026
757,1098,1837,Travel,Success,Android,Hyderabad,SBI,52:09.0,None,1/27/2026
758,1547,4990,Food,Success,iOS,Mumbai,HDFC,52:09.0,None,2/6/2026
759,1977,2307,Groceries,Success,Android,Hyderabad,SBI,52:09.0,None,1/30/2026
760,1998,1188,Food,Failed,Android,Delhi,HDFC,52:09.0,Insufficient Balance,12/26/2025
761,1095,3858,Travel,Failed,Android,Delhi,ICICI,52:09.0,Bank Server Down,12/21/2025
762,1663,4791,Food,Success,iOS,Mumbai,ICICI,52:09.0,None,2/24/2026
763,1662,2504,Groceries,Success,Android,Mumbai,SBI,52:09.0,None,12/28/2025
764,1189,1516,Groceries,Success,Android,Delhi,Axis,52:09.0,None,2/9/2026
765,1735,3724,Food,Success,Android,Chennai,SBI,52:09.0,None,12/24/2025
766,1036,1427,Electronics,Success,iOS,Bangalore,HDFC,52:09.0,None,1/8/2026
767,1779,2647,Travel,Success,iOS,Bangalore,Kotak,52:09.0,None,1/20/2026
768,1368,191,Travel,Success,iOS,Delhi,ICICI,52:09.0,None,2/11/2026
769,1694,2709,Food,Success,Android,Bangalore,Kotak,52:09.0,None,2/10/2026
770,1524,4646,Electronics,Success,iOS,Chennai,ICICI,52:09.0,None,2/23/2026
771,1278,889,Groceries,Success,Android,Chennai,HDFC,52:09.0,None,1/29/2026
772,1216,3668,Shopping,Success,iOS,Hyderabad,ICICI,52:09.0,None,1/4/2026
773,1866,3967,Shopping,Success,Android,Mumbai,SBI,52:09.0,None,2/6/2026
774,1872,645,Food,Failed,iOS,Bangalore,Kotak,52:09.0,Insufficient Balance,3/3/2026
775,1797,1954,Electronics,Success,Android,Chennai,Kotak,52:09.0,None,2/27/2026
776,1272,330,Electronics,Success,Android,Mumbai,HDFC,52:09.0,None,1/22/2026
777,1880,473,Travel,Success,iOS,Mumbai,Kotak,52:09.0,None,12/31/2025
778,1061,4415,Groceries,Success,Android,Hyderabad,HDFC,52:09.0,None,2/10/2026
779,1595,4299,Electronics,Failed,iOS,Mumbai,Axis,52:09.0,Bank Server Down,12/26/2025
780,1879,1800,Shopping,Success,iOS,Mumbai,SBI,52:09.0,None,1/15/2026
781,1728,4807,Groceries,Success,Android,Delhi,ICICI,52:09.0,None,12/28/2025
782,1341,2017,Groceries,Success,Android,Hyderabad,ICICI,52:09.0,None,2/16/2026
783,1396,4138,Food,Success,iOS,Hyderabad,ICICI,52:09.0,None,12/14/2025
784,1698,4228,Electronics,Failed,iOS,Bangalore,Axis,52:09.0,Bank Server Down,1/10/2026
785,1018,2996,Food,Success,iOS,Mumbai,SBI,52:09.0,None,12/8/2025
786,1176,1499,Electronics,Success,Android,Bangalore,Kotak,52:09.0,None,12/29/2025
787,1611,2381,Travel,Success,iOS,Chennai,Kotak,52:09.0,None,12/15/2025
788,1395,2270,Food,Success,Android,Mumbai,SBI,52:09.0,None,12/30/2025
789,1444,3839,Food,Success,Android,Chennai,SBI,52:09.0,None,12/6/2025
790,1232,2860,Shopping,Success,iOS,Delhi,ICICI,52:09.0,None,12/26/2025
791,1914,4778,Food,Success,iOS,Mumbai,Kotak,52:09.0,None,12/31/2025
792,1075,1581,Electronics,Success,Android,Bangalore,SBI,52:09.0,None,1/1/2026
793,1264,4932,Shopping,Failed,Android,Bangalore,Kotak,52:09.0,Bank Server Down,12/12/2025
794,1454,3040,Food,Success,Android,Mumbai,SBI,52:09.0,None,12/13/2025
795,1795,4543,Food,Success,Android,Bangalore,HDFC,52:09.0,None,12/23/2025
796,1717,1193,Travel,Success,iOS,Mumbai,ICICI,52:09.0,None,1/18/2026
797,1734,983,Food,Success,Android,Hyderabad,SBI,52:09.0,None,1/11/2026
798,1383,1510,Groceries,Success,iOS,Bangalore,Axis,52:09.0,None,12/20/2025
799,1563,2773,Shopping,Success,iOS,Mumbai,SBI,52:09.0,None,12/29/2025
800,1850,2562,Groceries,Success,iOS,Mumbai,HDFC,52:09.0,None,3/2/2026
801,1505,335,Shopping,Success,Android,Bangalore,Axis,52:09.0,None,1/14/2026
802,1366,314,Travel,Success,Android,Hyderabad,Axis,52:09.0,None,2/10/2026
803,1143,2417,Food,Success,iOS,Bangalore,SBI,52:09.0,None,2/3/2026
804,1884,3497,Food,Success,iOS,Mumbai,HDFC,52:09.0,None,1/28/2026
805,1068,4966,Food,Success,iOS,Hyderabad,Axis,52:09.0,None,12/13/2025
806,1098,1812,Shopping,Failed,iOS,Chennai,ICICI,52:09.0,Insufficient Balance,12/18/2025
807,1395,3098,Food,Failed,Android,Delhi,ICICI,52:09.0,Bank Server Down,2/8/2026
808,1024,2431,Groceries,Success,iOS,Bangalore,Kotak,52:09.0,None,2/2/2026
809,1947,2319,Food,Success,Android,Mumbai,Kotak,52:09.0,None,12/10/2025
810,1890,90,Travel,Success,Android,Hyderabad,HDFC,52:09.0,None,1/21/2026
811,1468,117,Groceries,Success,Android,Hyderabad,Axis,52:09.0,None,12/23/2025
812,1483,1037,Food,Failed,Android,Chennai,ICICI,52:09.0,Network Error,1/13/2026
813,1564,4058,Food,Success,iOS,Bangalore,ICICI,52:09.0,None,12/23/2025
814,1150,3248,Electronics,Success,Android,Hyderabad,HDFC,52:09.0,None,1/3/2026
815,1143,4840,Shopping,Success,iOS,Chennai,Axis,52:09.0,None,2/2/2026
816,1568,2574,Groceries,Success,Android,Mumbai,HDFC,52:09.0,None,2/20/2026
817,1038,1135,Electronics,Success,iOS,Chennai,SBI,52:09.0,None,1/14/2026
818,1108,2529,Travel,Success,iOS,Bangalore,ICICI,52:09.0,None,12/12/2025
819,1692,1743,Shopping,Success,iOS,Chennai,HDFC,52:09.0,None,1/17/2026
820,1041,2365,Groceries,Success,iOS,Hyderabad,HDFC,52:09.0,None,1/20/2026
821,1185,828,Food,Success,iOS,Hyderabad,SBI,52:09.0,None,3/2/2026
822,1934,4639,Groceries,Success,Android,Delhi,Kotak,52:09.0,None,12/19/2025
823,1397,1635,Food,Success,iOS,Chennai,ICICI,52:09.0,None,12/14/2025
824,1222,1542,Shopping,Success,Android,Mumbai,HDFC,52:09.0,None,1/9/2026
825,1633,710,Food,Success,iOS,Bangalore,ICICI,52:09.0,None,1/28/2026
826,1132,1398,Travel,Failed,Android,Delhi,Kotak,52:09.0,Insufficient Balance,1/11/2026
827,1162,1349,Food,Failed,Android,Chennai,HDFC,52:09.0,Network Error,1/30/2026
828,1214,3990,Travel,Failed,Android,Mumbai,SBI,52:09.0,Bank Server Down,12/9/2025
829,1732,2036,Shopping,Success,iOS,Delhi,ICICI,52:09.0,None,12/10/2025
830,1234,2094,Shopping,Success,Android,Hyderabad,SBI,52:09.0,None,12/22/2025
831,1842,3566,Groceries,Success,iOS,Bangalore,Kotak,52:09.0,None,1/12/2026
832,1657,1108,Travel,Failed,iOS,Chennai,Kotak,52:09.0,Network Error,2/6/2026
833,1750,1026,Travel,Failed,Android,Mumbai,ICICI,52:09.0,Bank Server Down,1/1/2026
834,1587,4627,Electronics,Failed,Android,Hyderabad,Kotak,52:09.0,Bank Server Down,1/2/2026
835,1008,777,Electronics,Success,iOS,Delhi,Axis,52:09.0,None,2/6/2026
836,1073,2577,Electronics,Failed,iOS,Bangalore,ICICI,52:09.0,Network Error,1/26/2026
837,1953,3186,Food,Success,iOS,Delhi,Axis,52:09.0,None,2/2/2026
838,1491,392,Electronics,Success,iOS,Delhi,Kotak,52:09.0,None,2/21/2026
839,1912,1497,Travel,Success,iOS,Mumbai,ICICI,52:09.0,None,1/10/2026
840,1252,2429,Food,Success,iOS,Hyderabad,Axis,52:09.0,None,1/22/2026
841,1229,3709,Shopping,Success,Android,Chennai,Kotak,52:09.0,None,2/27/2026
842,1518,576,Groceries,Success,iOS,Mumbai,HDFC,52:09.0,None,12/28/2025
843,1173,1946,Electronics,Success,iOS,Bangalore,HDFC,52:09.0,None,2/19/2026
844,1652,4804,Shopping,Success,Android,Delhi,SBI,52:09.0,None,12/31/2025
845,1167,2123,Travel,Failed,Android,Bangalore,HDFC,52:09.0,Bank Server Down,12/12/2025
846,1169,4965,Groceries,Success,Android,Mumbai,Axis,52:09.0,None,12/4/2025
847,1392,455,Shopping,Success,iOS,Mumbai,HDFC,52:09.0,None,2/7/2026
848,1945,1623,Groceries,Success,Android,Chennai,ICICI,52:09.0,None,1/19/2026
849,1794,4650,Electronics,Failed,Android,Delhi,ICICI,52:09.0,Network Error,2/18/2026
850,1633,3790,Travel,Success,iOS,Mumbai,ICICI,52:09.0,None,12/25/2025
851,1193,4324,Groceries,Success,iOS,Bangalore,HDFC,52:09.0,None,1/4/2026
852,1516,4277,Shopping,Success,iOS,Chennai,HDFC,52:09.0,None,1/7/2026
853,1028,1896,Electronics,Success,iOS,Bangalore,SBI,52:09.0,None,1/11/2026
854,1164,1528,Electronics,Success,Android,Delhi,Kotak,52:09.0,None,12/28/2025
855,1421,2445,Shopping,Failed,iOS,Chennai,SBI,52:09.0,Insufficient Balance,12/26/2025
856,1338,821,Shopping,Success,Android,Chennai,Axis,52:09.0,None,2/20/2026
857,1647,628,Groceries,Success,iOS,Chennai,ICICI,52:09.0,None,12/19/2025
858,1495,2951,Food,Failed,Android,Hyderabad,HDFC,52:09.0,Insufficient Balance,12/26/2025
859,1364,243,Electronics,Failed,iOS,Chennai,Kotak,52:09.0,Network Error,1/20/2026
860,1832,2057,Groceries,Success,iOS,Bangalore,Kotak,52:09.0,None,12/21/2025
861,1341,1235,Shopping,Failed,iOS,Bangalore,HDFC,52:09.0,Bank Server Down,12/20/2025
862,1499,2444,Groceries,Success,Android,Delhi,SBI,52:09.0,None,2/26/2026
863,1656,3048,Shopping,Success,Android,Mumbai,Kotak,52:09.0,None,2/17/2026
864,1510,1842,Travel,Success,Android,Mumbai,SBI,52:09.0,None,1/21/2026
865,1326,1160,Shopping,Success,iOS,Hyderabad,HDFC,52:09.0,None,2/1/2026
866,1216,4055,Shopping,Success,Android,Chennai,SBI,52:09.0,None,12/8/2025
867,1300,2311,Shopping,Success,iOS,Hyderabad,ICICI,52:09.0,None,1/10/2026
868,1131,3786,Food,Success,iOS,Delhi,HDFC,52:09.0,None,2/26/2026
869,1803,3843,Shopping,Success,iOS,Delhi,HDFC,52:09.0,None,1/30/2026
870,1069,1986,Electronics,Success,Android,Mumbai,Kotak,52:09.0,None,2/3/2026
871,1251,4925,Electronics,Success,iOS,Delhi,Kotak,52:09.0,None,2/11/2026
872,1414,4407,Groceries,Success,Android,Chennai,Kotak,52:09.0,None,1/9/2026
873,1786,779,Food,Success,iOS,Bangalore,ICICI,52:09.0,None,1/7/2026
874,1444,4428,Groceries,Success,iOS,Delhi,ICICI,52:09.0,None,2/11/2026
875,1875,3501,Electronics,Success,iOS,Hyderabad,Axis,52:09.0,None,1/8/2026
876,1181,4507,Electronics,Success,Android,Chennai,HDFC,52:09.0,None,1/5/2026
877,1166,4586,Travel,Success,Android,Delhi,Kotak,52:09.0,None,12/30/2025
878,1090,2190,Shopping,Success,iOS,Delhi,HDFC,52:09.0,None,12/8/2025
879,1713,1694,Electronics,Failed,Android,Chennai,SBI,52:09.0,Insufficient Balance,1/17/2026
880,1857,2850,Groceries,Success,Android,Delhi,ICICI,52:09.0,None,12/10/2025
881,1530,191,Groceries,Success,iOS,Bangalore,Axis,52:09.0,None,2/10/2026
882,1038,1505,Shopping,Success,iOS,Mumbai,SBI,52:09.0,None,1/3/2026
883,1125,4846,Shopping,Failed,Android,Chennai,HDFC,52:09.0,Insufficient Balance,2/21/2026
884,1450,2146,Travel,Success,iOS,Hyderabad,ICICI,52:09.0,None,1/16/2026
885,1172,1375,Food,Success,iOS,Delhi,Kotak,52:09.0,None,2/1/2026
886,1652,1263,Groceries,Success,Android,Mumbai,SBI,52:09.0,None,12/17/2025
887,1753,1209,Shopping,Success,Android,Hyderabad,ICICI,52:09.0,None,2/14/2026
888,1219,4700,Groceries,Success,iOS,Hyderabad,HDFC,52:09.0,None,2/10/2026
889,1637,4549,Shopping,Success,Android,Bangalore,HDFC,52:09.0,None,1/7/2026
890,1057,4747,Electronics,Success,Android,Mumbai,SBI,52:09.0,None,2/15/2026
891,1659,390,Groceries,Success,iOS,Chennai,SBI,52:09.0,None,1/25/2026
892,1475,3878,Electronics,Success,iOS,Mumbai,SBI,52:09.0,None,2/7/2026
893,1455,2018,Groceries,Success,iOS,Mumbai,Axis,52:09.0,None,1/31/2026
894,1828,753,Food,Success,iOS,Hyderabad,Kotak,52:09.0,None,2/17/2026
895,1894,4463,Travel,Success,Android,Bangalore,ICICI,52:09.0,None,2/19/2026
896,1360,2479,Electronics,Failed,Android,Bangalore,HDFC,52:09.0,Insufficient Balance,1/5/2026
897,1934,1850,Shopping,Success,iOS,Mumbai,HDFC,52:09.0,None,12/4/2025
898,1000,4962,Food,Success,iOS,Mumbai,Kotak,52:09.0,None,1/13/2026
899,1386,4698,Groceries,Success,iOS,Delhi,SBI,52:09.0,None,2/21/2026
900,1972,905,Electronics,Success,iOS,Hyderabad,SBI,52:09.0,None,2/19/2026
901,1347,1862,Groceries,Success,Android,Chennai,HDFC,52:09.0,None,1/13/2026
902,1189,2916,Groceries,Success,Android,Chennai,Kotak,52:09.0,None,1/25/2026
903,1504,3692,Groceries,Failed,iOS,Bangalore,HDFC,52:09.0,Bank Server Down,3/3/2026
904,1190,232,Travel,Success,iOS,Hyderabad,SBI,52:09.0,None,1/24/2026
905,1507,3162,Travel,Success,Android,Bangalore,ICICI,52:09.0,None,2/5/2026
906,1368,4542,Shopping,Success,Android,Chennai,SBI,52:09.0,None,1/27/2026
907,1408,1567,Electronics,Success,Android,Mumbai,ICICI,52:09.0,None,1/31/2026
908,1823,1406,Food,Success,Android,Hyderabad,Axis,52:09.0,None,1/22/2026
909,1928,2224,Food,Success,iOS,Hyderabad,Kotak,52:09.0,None,2/17/2026
910,1933,3679,Food,Success,Android,Delhi,Axis,52:09.0,None,2/1/2026
911,1116,3678,Groceries,Failed,Android,Mumbai,SBI,52:09.0,Insufficient Balance,2/26/2026
912,1133,4146,Travel,Success,Android,Mumbai,Kotak,52:09.0,None,12/5/2025
913,1057,3289,Electronics,Failed,iOS,Bangalore,SBI,52:09.0,Insufficient Balance,1/11/2026
914,1555,3741,Groceries,Success,iOS,Hyderabad,Kotak,52:09.0,None,12/12/2025
915,1684,68,Travel,Success,Android,Bangalore,Kotak,52:09.0,None,2/10/2026
916,1671,3453,Travel,Success,Android,Mumbai,SBI,52:09.0,None,2/1/2026
917,1172,4729,Electronics,Success,iOS,Delhi,SBI,52:09.0,None,12/21/2025
918,1828,4601,Electronics,Failed,iOS,Hyderabad,Kotak,52:09.0,Network Error,1/17/2026
919,1814,3054,Electronics,Success,Android,Mumbai,Kotak,52:09.0,None,12/27/2025
920,1148,1182,Groceries,Success,iOS,Delhi,SBI,52:09.0,None,1/20/2026
921,1079,3389,Shopping,Success,Android,Chennai,SBI,52:09.0,None,3/3/2026
922,1885,3361,Electronics,Success,iOS,Mumbai,HDFC,52:09.0,None,1/19/2026
923,1212,3422,Shopping,Failed,Android,Chennai,HDFC,52:09.0,Bank Server Down,1/6/2026
924,1202,1037,Groceries,Success,Android,Bangalore,HDFC,52:09.0,None,2/23/2026
925,1763,3371,Shopping,Success,iOS,Chennai,Axis,52:09.0,None,2/27/2026
926,1228,4665,Food,Success,Android,Mumbai,Kotak,52:09.0,None,12/15/2025
927,1675,223,Shopping,Failed,iOS,Chennai,ICICI,52:09.0,Bank Server Down,2/23/2026
928,1226,3791,Electronics,Success,iOS,Hyderabad,Axis,52:09.0,None,1/18/2026
929,1658,3102,Groceries,Success,iOS,Mumbai,Kotak,52:09.0,None,12/17/2025
930,1531,776,Electronics,Success,Android,Delhi,ICICI,52:09.0,None,2/8/2026
931,1440,3810,Food,Success,Android,Chennai,HDFC,52:09.0,None,12/20/2025
932,1401,1925,Electronics,Success,Android,Hyderabad,ICICI,52:09.0,None,1/21/2026
933,1046,4083,Electronics,Success,iOS,Bangalore,SBI,52:09.0,None,2/10/2026
934,1232,1039,Electronics,Success,Android,Bangalore,SBI,52:09.0,None,1/3/2026
935,1304,3794,Travel,Success,Android,Chennai,Kotak,52:09.0,None,12/8/2025
936,1525,2736,Food,Success,Android,Bangalore,Axis,52:09.0,None,1/26/2026
937,1142,469,Electronics,Success,Android,Delhi,HDFC,52:09.0,None,1/24/2026
938,1414,643,Electronics,Success,iOS,Mumbai,Kotak,52:09.0,None,12/10/2025
939,1512,1824,Electronics,Failed,Android,Hyderabad,HDFC,52:09.0,Bank Server Down,12/20/2025
940,1372,2509,Groceries,Failed,iOS,Chennai,SBI,52:09.0,Network Error,12/20/2025
941,1565,985,Travel,Success,iOS,Bangalore,Axis,52:09.0,None,12/4/2025
942,1885,3858,Groceries,Success,iOS,Mumbai,Axis,52:09.0,None,12/5/2025
943,1258,381,Travel,Success,iOS,Delhi,SBI,52:09.0,None,1/10/2026
944,1655,3499,Electronics,Success,Android,Bangalore,ICICI,52:09.0,None,2/4/2026
945,1470,2752,Food,Success,Android,Bangalore,Axis,52:09.0,None,12/17/2025
946,1952,4056,Shopping,Success,Android,Hyderabad,ICICI,52:09.0,None,2/17/2026
947,1970,3918,Shopping,Success,iOS,Delhi,HDFC,52:09.0,None,1/3/2026
948,1011,4250,Electronics,Failed,Android,Delhi,Axis,52:09.0,Insufficient Balance,1/3/2026
949,1329,251,Groceries,Success,iOS,Chennai,SBI,52:09.0,None,2/26/2026
950,1735,2547,Food,Success,Android,Hyderabad,ICICI,52:09.0,None,1/11/2026
951,1783,1892,Travel,Success,Android,Chennai,HDFC,52:09.0,None,2/20/2026
952,1967,1916,Electronics,Success,Android,Hyderabad,HDFC,52:09.0,None,2/13/2026
953,1357,2046,Food,Success,iOS,Delhi,Axis,52:09.0,None,12/19/2025
